agency_id,agency_title,agency_status,location,agency_start,agency_end,function_start,function_end
CA 6747,"Department of Employment, Education and Training, Nhulunbuy [Northern Territory]",Local Office,Northern Territory,1987-07-24,1992-08-01,1987-07-24,1992-08-01
CA 6748,"Department of Employment, Education and Training, Jabiru [Employment and Training component]",Local Office,Northern Territory,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6787,"Department of Employment, Education and Training, State Office, Tasmania [Education Division]",Regional or State Office,Tasmania,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6846,"Department of Employment, Education and Training, South Brisbane Zone Office",Local Office,Queensland,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6857,"Department of Employment, Education and Training, Central Zone Office, Brisbane",Regional or State Office,Queensland,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6860,"Department of Employment, Education and Training, Central Queensland Zone Office",Regional or State Office,Queensland,1987-07-24,1990-01-31,1987-07-24,1990-01-31
CA 6861,"Department of Employment, Education and Training, North Brisbane Zone Office",Local Office,Queensland,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6862,"Department of Employment, Education and Training, Western Zone Office, Queensland",Local Office,Queensland,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6877,"Commonwealth Employment Service, Cannonvale [Queensland]",Local Office,Queensland,1984-07-01,1994-07-01,1984-07-01,1994-07-01
CA 6904,"Commonwealth Employment Service, Kununurra Job Centre, Western Australia",Local Office,Western Australia,1988-07-07,1998-04-30,1988-07-07,1998-04-30
CA 6931,"Department of Employment, Education and Training, Victorian State Office",Regional or State Office,Victoria,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6934,"House of Representatives Standing Committee on Employment, Education and Workplace Relations",Head Office,Australian Capital Territory,1987-09-24,2001-10-08,1987-09-24,2001-10-08
CA 6959,National Office of Overseas Skills Recognition,Regional or State Office,Australian Capital Territory,1989-07-26,,1989-07-26,
CA 7587,"Department of Employment, Education and Training, North Queensland Area Office, Townsville [Queensland]",Regional or State Office,Queensland,,1994-07-01,1990-01-31,1994-07-01
CA 7635,"Department of Employment, Education and Training, North-West Queensland Regional Office, Townsville [Queensland]",Regional or State Office,Queensland,1990-10-01,1994-07-01,1990-10-01,1994-07-01
CA 7637,"Department of Employment, Education and Training, Far North Queensland Regional Office, Cairns [Queensland]",Regional or State Office,Queensland,1990-05-31,1994-07-01,1990-05-31,1994-07-01
CA 7638,"Department of Employment, Education and Training, Burdekin/Mackay Regional Office, Mackay [Queensland]",Regional or State Office,Queensland,1992-02-11,1994-07-01,1992-02-11,1994-07-01
CA 7639,"Department of Employment, Education and Training, Torres Strait Regional Office, Thursday Island [Queensland]",Regional or State Office,Queensland,1991-01-31,1994-07-01,1991-01-31,1994-07-01
CA 7697,"National Board of Employment, Education and Training",Head Office,Australian Capital Territory,1988-07-01,2000-03,1988-07-01,2000-03
CA 7705,"Department of Employment, Education and Training, Western Sydney Area Office, Parramatta [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7706,"Department of Employment, Education and Training, Hunter/Western Area Office, Newcastle [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7707,"Department of Employment, Education and Training, Illawarra Tablelands Area Office, Wollongong [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7708,"Department of Employment, Education and Training, Sydney Eastern Area Office, Haymarket [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7709,"Department of Employment, Education and Training, South Western Sydney Area Office, Liverpool [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7710,"Department of Employment, Education and Training, Northern NSW Area Office, Lismore [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7711,"Department of Employment, Education and Training, State Office [II], Sydney [New South Wales]",Local Office,New South Wales,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7721,"Department of Employment, Education and Training, ACT/Southern NSW Area Office, Canberra [ACT]",Regional or State Office,Australian Capital Territory,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7755,"Department of Employment, Education and Training, Central Queensland Area Office, Rockhampton [Queensland]",Regional or State Office,Queensland,,1994-07-01,1990-01-31,1994-07-01
CA 7756,"Aboriginal Employment and Education Development Unit/ (from Jul 1992) Aboriginal Education Development Unit/ (from Dec 1992) Aboriginal and Torres Strait Islander Education Unit, Rockhampton [Queensland]",Local Office,Queensland,,1998-04-30,1990-01-31,1998-04-30
CA 7769,"Department of Employment, Education and Training, Area Central Office (Perth), Western Australia",Regional or State Office,Western Australia,1990-03-01,1994-07-01,1990-03-01,1994-07-01
CA 7770,"Department of Employment, Education and Training, Area South Office, (Perth) Western Australia",Regional or State Office,Western Australia,1990-03-01,1994-07-01,1990-03-01,1994-07-01
